type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,994,997,0.833351,0.545087
almost,1001,1001,994,997,0.845752,0.513324
inv,1001,1001,860,861,1.013438,0.633175
str,1001,1001,996,996,0.823000,0.518007
weak,1001,1001,994,997,0.815663,0.513176
