type,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1001,1001,996,997,1.078731,0.650463
almost,1001,1001,996,997,0.940456,0.584364
inv,1001,1001,861,862,1.141328,0.726774
str,1001,1001,996,996,0.953912,0.590403
weak,1001,1001,996,997,0.937286,0.630933
