type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.255997,0.134202
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.238885,0.172450
inv,                      1000,      500,1001,        1001,     944,        945,     0.293835,0.163798
str,                      1000,      500,1001,        1001,     1000,        1000,     0.235516,0.132894
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.227313,0.164701
