type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     995,        997,     0.458912,0.279943
almost,                      1000,      500,1001,        1001,     995,        997,     0.412508,0.264584
inv,                      1000,      500,1001,        1001,     883,        885,     0.547923,0.304736
str,                      1000,      500,1001,        1001,     1001,        1001,     0.453596,0.261802
weak,                      1000,      500,1001,        1001,     995,        997,     0.451180,0.246102
