type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.130727,0.075827
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.108039,0.068787
inv,                      1000,      500,1001,        1001,     970,        970,     0.149058,0.082811
str,                      1000,      500,1001,        1001,     1000,        1001,     0.160592,0.098302
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.136192,0.066960
