type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.438869,0.300689
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.456476,0.291332
inv,                      1000,      500,1001,        1001,     876,        878,     0.524932,0.335730
str,                      1000,      500,1001,        1001,     1000,        1001,     0.441406,0.251793
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.437784,0.314540
