type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     998,        1001,     0.446989,0.223270
almost,                      1000,      500,1001,        1001,     998,        1001,     0.381957,0.236975
inv,                      1000,      500,1001,        1001,     877,        879,     0.546504,0.314152
str,                      1000,      500,1001,        1001,     997,        1001,     0.445619,0.281955
weak,                      1000,      500,1001,        1001,     998,        1001,     0.429410,0.232492
