type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,996,997,0.943182,0.581501
almost,1000,1001,1001,996,997,0.899136,0.565341
inv,1000,1001,1001,861,862,1.082414,0.687909
str,1000,1001,1001,996,996,0.912271,0.557317
weak,1000,1001,1001,996,997,0.899166,0.552710
