type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     998,        1001,     0.451371,0.268091
almost,                      1000,      500,1001,        1001,     998,        1001,     0.460902,0.282984
inv,                      1000,      500,1001,        1001,     862,        865,     0.623654,0.324481
str,                      1000,      500,1001,        1001,     998,        1000,     0.475031,0.337712
weak,                      1000,      500,1001,        1001,     998,        1001,     0.416322,0.260238
