type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,983,988,0.178206,0.106323
almost,1000,1001,1001,983,988,0.170897,0.121039
inv,1000,1001,1001,820,828,0.215779,0.143303
str,1000,1001,1001,989,995,0.177079,0.108506
weak,1000,1001,1001,983,988,0.168267,0.103373
