type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,986,991,0.237872,0.144107
almost,1000,1001,1001,986,991,0.252857,0.158363
inv,1000,1001,1001,826,830,0.295474,0.184006
str,1000,1001,1001,990,995,0.239094,0.149462
weak,1000,1001,1001,986,991,0.230650,0.144637
