type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     988,        992,     0.574220,0.492210
almost,                      1000,      500,1001,        1001,     988,        992,     0.572870,0.495557
inv,                      1000,      500,1001,        1001,     835,        839,     0.713299,0.605985
str,                      1000,      500,1001,        1001,     990,        995,     0.587183,0.498109
weak,                      1000,      500,1001,        1001,     988,        992,     0.576229,0.486605
