type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     999,        999,     0.264172,0.162288
almost,                      1000,      500,1001,        1001,     999,        999,     0.252003,0.208690
inv,                      1000,      500,1001,        1001,     925,        927,     0.341897,0.212239
str,                      1000,      500,1001,        1001,     1000,        1001,     0.263717,0.158241
weak,                      1000,      500,1001,        1001,     999,        999,     0.246476,0.155988
