type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,986,991,0.323188,0.227165
almost,1000,1001,1001,986,991,0.444741,0.197811
inv,1000,1001,1001,833,837,0.386181,0.242911
str,1000,1001,1001,990,995,0.321447,0.201237
weak,1000,1001,1001,986,991,0.317332,0.194069
