type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,998,1001,1.489360,0.893025
almost,1000,1001,1001,998,1001,1.375516,0.857391
inv,1000,1001,1001,872,873,1.653741,1.061974
str,1000,1001,1001,997,1000,1.365124,0.860119
weak,1000,1001,1001,998,1001,1.365048,0.859880
