type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.233380,0.142038
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.211924,0.144082
inv,                      1000,      500,1001,        1001,     945,        945,     0.312865,0.168112
str,                      1000,      500,1001,        1001,     1000,        1001,     0.248575,0.143000
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.228065,0.139509
