type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.261952,0.159189
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.246990,0.167357
inv,                      1000,      500,1001,        1001,     935,        936,     0.331858,0.188629
str,                      1000,      500,1001,        1001,     1001,        1001,     0.220982,0.135840
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.236439,0.150783
