type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.466435,0.284116
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.508126,0.270313
inv,                      1000,      500,1001,        1001,     840,        843,     0.530112,0.327587
str,                      1000,      500,1001,        1001,     999,        1001,     0.448353,0.269398
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.426114,0.259760
