type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.164594,0.100209
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.164161,0.095477
inv,                      1000,      500,1001,        1001,     959,        959,     0.191406,0.161642
str,                      1000,      500,1001,        1001,     1001,        1001,     0.202451,0.093943
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.154861,0.098249
