type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.339638,0.200075
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.310065,0.196977
inv,                      1000,      500,1001,        1001,     910,        913,     0.508979,0.269193
str,                      1000,      500,1001,        1001,     1000,        1001,     0.342732,0.202375
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.347524,0.178036
