type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.069254,0.036708
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.064285,0.037467
inv,                      1000,      500,1001,        1001,     989,        989,     0.073164,0.043924
str,                      1000,      500,1001,        1001,     1001,        1001,     0.065255,0.037570
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.058443,0.036325
