type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,985,991,0.234706,0.139729
almost,1000,1001,1001,985,991,0.227687,0.144007
inv,1000,1001,1001,824,830,0.280374,0.170694
str,1000,1001,1001,990,995,0.226791,0.141249
weak,1000,1001,1001,985,991,0.215754,0.133076
