type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     995,        995,     0.551474,0.358448
almost,                      1000,      500,1001,        1001,     995,        995,     0.496039,0.336159
inv,                      1000,      500,1001,        1001,     830,        834,     0.701282,0.430103
str,                      1000,      500,1001,        1001,     994,        1000,     0.524888,0.327189
weak,                      1000,      500,1001,        1001,     995,        995,     0.579396,0.398864
