type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,994,997,0.800582,0.505245
almost,1000,1001,1001,994,997,0.802679,0.488057
inv,1000,1001,1001,859,860,0.953678,0.595903
str,1000,1001,1001,996,996,0.765130,0.478225
weak,1000,1001,1001,994,997,0.781781,0.485003
