type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.116582,0.077321
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.099274,0.063114
inv,                      1000,      500,1001,        1001,     977,        978,     0.158181,0.074905
str,                      1000,      500,1001,        1001,     1000,        1001,     0.104263,0.081979
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.125411,0.082287
