type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     994,        1001,     0.284467,0.185397
almost,                      1000,      500,1001,        1001,     994,        1001,     0.332363,0.190444
inv,                      1000,      500,1001,        1001,     912,        918,     0.337712,0.194093
str,                      1000,      500,1001,        1001,     995,        999,     0.272977,0.165308
weak,                      1000,      500,1001,        1001,     994,        1001,     0.282361,0.164235
