type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.199994,0.137248
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.205828,0.136119
inv,                      1000,      500,1001,        1001,     957,        957,     0.291705,0.177998
str,                      1000,      500,1001,        1001,     1001,        1001,     0.185359,0.132360
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.188515,0.104783
