type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,983,988,0.151882,0.093563
almost,1000,1001,1001,983,988,0.140769,0.096426
inv,1000,1001,1001,820,824,0.179552,0.114220
str,1000,1001,1001,987,990,0.151981,0.092369
weak,1000,1001,1001,983,988,0.142938,0.088141
