type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.205386,0.128090
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.199930,0.121536
inv,                      1000,      500,1001,        1001,     938,        943,     0.366050,0.160388
str,                      1000,      500,1001,        1001,     1000,        1001,     0.195613,0.123113
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.192095,0.126553
