type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,994,996,0.755914,0.483681
almost,1000,1001,1001,994,996,0.760612,0.462175
inv,1000,1001,1001,858,860,0.925238,0.570739
str,1000,1001,1001,996,996,0.740446,0.452465
weak,1000,1001,1001,994,996,0.724290,0.454150
