type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.284916,0.177040
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.240944,0.168089
inv,                      1000,      500,1001,        1001,     926,        930,     0.305924,0.176081
str,                      1000,      500,1001,        1001,     999,        1001,     0.268805,0.154144
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.254149,0.152952
