type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,944,979,0.021032,0.013476
almost,1000,1001,1001,944,979,0.020609,0.013313
inv,1000,1001,1001,734,753,0.025159,0.016951
str,1000,1001,1001,948,976,0.022520,0.017755
weak,1000,1001,1001,944,979,0.020777,0.012513
