type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     998,        1001,     0.228775,0.124199
almost,                      1000,      500,1001,        1001,     998,        1001,     0.203179,0.120718
inv,                      1000,      500,1001,        1001,     947,        950,     0.273849,0.173256
str,                      1000,      500,1001,        1001,     1000,        1001,     0.197020,0.113014
weak,                      1000,      500,1001,        1001,     998,        1001,     0.217743,0.131062
