type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,970,982,0.067205,0.040614
almost,1000,1001,1001,970,982,0.067871,0.039928
inv,1000,1001,1001,796,812,0.075869,0.047256
str,1000,1001,1001,977,990,0.062527,0.043383
weak,1000,1001,1001,970,982,0.075912,0.039437
