type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     997,        997,     0.472073,0.296221
almost,                      1000,      500,1001,        1001,     997,        997,     0.529960,0.259602
inv,                      1000,      500,1001,        1001,     869,        871,     0.476219,0.283774
str,                      1000,      500,1001,        1001,     999,        1001,     0.385503,0.236127
weak,                      1000,      500,1001,        1001,     997,        997,     0.385613,0.230789
