type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     997,        1001,     0.371738,0.232089
almost,                      1000,      500,1001,        1001,     997,        1001,     0.388127,0.216628
inv,                      1000,      500,1001,        1001,     878,        881,     0.441014,0.258406
str,                      1000,      500,1001,        1001,     991,        996,     0.347346,0.246692
weak,                      1000,      500,1001,        1001,     997,        1001,     0.348464,0.210338
