type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.342317,0.180894
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.397300,0.199715
inv,                      1000,      500,1001,        1001,     911,        912,     0.415591,0.308203
str,                      1000,      500,1001,        1001,     996,        1001,     0.393282,0.213289
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.329495,0.216634
