type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.185004,0.115135
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.201248,0.116841
inv,                      1000,      500,1001,        1001,     953,        954,     0.263077,0.139984
str,                      1000,      500,1001,        1001,     1001,        1001,     0.175098,0.105919
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.204266,0.122331
