type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     999,        1001,     0.474801,0.300846
almost,                      1000,      500,1001,        1001,     999,        1001,     0.501385,0.363918
inv,                      1000,      500,1001,        1001,     852,        854,     0.611887,0.422716
str,                      1000,      500,1001,        1001,     998,        1001,     0.505693,0.309892
weak,                      1000,      500,1001,        1001,     999,        1001,     0.441829,0.277358
