type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,973,982,0.077934,0.064797
almost,1000,1001,1001,973,982,0.184861,0.049965
inv,1000,1001,1001,805,812,0.092992,0.065795
str,1000,1001,1001,979,990,0.076520,0.046213
weak,1000,1001,1001,973,982,0.072961,0.045334
