type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.012103,0.008843
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.011706,0.007987
inv,                      1000,      500,1001,        1001,     999,        999,     0.019756,0.007773
str,                      1000,      500,1001,        1001,     1001,        1001,     0.010437,0.005969
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.009736,0.005959
