type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.250555,0.147077
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.241598,0.177376
inv,                      1000,      500,1001,        1001,     936,        937,     0.291961,0.178787
str,                      1000,      500,1001,        1001,     1000,        1001,     0.239020,0.137430
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.220048,0.152334
