type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     999,        999,     0.417973,0.232744
almost,                      1000,      500,1001,        1001,     999,        999,     0.457160,0.229500
inv,                      1000,      500,1001,        1001,     875,        877,     0.436687,0.270024
str,                      1000,      500,1001,        1001,     999,        1001,     0.448651,0.345073
weak,                      1000,      500,1001,        1001,     999,        999,     0.581710,0.347008
