type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.098951,0.056342
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.093647,0.059323
inv,                      1000,      500,1001,        1001,     981,        981,     0.133551,0.080009
str,                      1000,      500,1001,        1001,     1001,        1001,     0.087487,0.058092
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.132650,0.080189
