type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,283,309,0.000607,0.000406
almost,1000,1001,1001,283,309,0.000655,0.000492
inv,1000,1001,1001,115,112,0.000890,0.000515
str,1000,1001,1001,280,289,0.000577,0.000374
weak,1000,1001,1001,283,309,0.000635,0.000415
