type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,986,991,0.316427,0.201074
almost,1000,1001,1001,986,991,0.310257,0.200668
inv,1000,1001,1001,831,836,0.374508,0.234201
str,1000,1001,1001,990,995,0.308830,0.191506
weak,1000,1001,1001,986,991,0.300364,0.185050
