type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,939,979,0.017708,0.011301
almost,1000,1001,1001,939,979,0.017687,0.011047
inv,1000,1001,1001,717,731,0.022445,0.014437
str,1000,1001,1001,943,967,0.018307,0.011980
weak,1000,1001,1001,939,979,0.019942,0.011132
