type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.120585,0.078816
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.105355,0.063709
inv,                      1000,      500,1001,        1001,     973,        973,     0.139022,0.078381
str,                      1000,      500,1001,        1001,     1001,        1001,     0.107116,0.083303
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.187057,0.066468
