type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.059446,0.031794
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.088865,0.031401
inv,                      1000,      500,1001,        1001,     991,        991,     0.077438,0.064493
str,                      1000,      500,1001,        1001,     1001,        1001,     0.057174,0.032147
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.045697,0.027848
