type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,996,997,0.882253,0.546251
almost,1000,1001,1001,996,997,0.848084,0.521801
inv,1000,1001,1001,860,861,1.043503,0.634496
str,1000,1001,1001,996,996,0.844848,0.521218
weak,1000,1001,1001,996,997,0.818088,0.515712
