type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,971,982,0.076384,0.046488
almost,1000,1001,1001,971,982,0.079286,0.043869
inv,1000,1001,1001,803,812,0.091399,0.054102
str,1000,1001,1001,978,990,0.068230,0.053630
weak,1000,1001,1001,971,982,0.070121,0.042188
