type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.104012,0.055234
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.081560,0.056261
inv,                      1000,      500,1001,        1001,     983,        983,     0.145859,0.064890
str,                      1000,      500,1001,        1001,     1001,        1001,     0.074062,0.044688
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.093178,0.065668
