type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.363996,0.240357
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.479655,0.207890
inv,                      1000,      500,1001,        1001,     896,        897,     0.390908,0.240569
str,                      1000,      500,1001,        1001,     1000,        1001,     0.402671,0.232064
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.351394,0.210058
