type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     992,        995,     0.447305,0.281403
almost,                      1000,      500,1001,        1001,     992,        995,     0.484328,0.254815
inv,                      1000,      500,1001,        1001,     876,        878,     0.496504,0.337060
str,                      1000,      500,1001,        1001,     999,        1001,     0.411764,0.319811
weak,                      1000,      500,1001,        1001,     992,        995,     0.617764,0.283654
