type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,993,996,0.701270,0.455166
almost,1000,1001,1001,993,996,0.699972,0.433524
inv,1000,1001,1001,855,857,0.812838,0.517709
str,1000,1001,1001,994,996,0.674743,0.423042
weak,1000,1001,1001,993,996,0.680877,0.412203
