type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.023515,0.013351
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.030661,0.015877
inv,                      1000,      500,1001,        1001,     997,        997,     0.036396,0.020572
str,                      1000,      500,1001,        1001,     1001,        1001,     0.039031,0.012554
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.025241,0.014645
