type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,986,991,0.296308,0.179985
almost,1000,1001,1001,986,991,0.299774,0.270188
inv,1000,1001,1001,829,835,0.388700,0.230260
str,1000,1001,1001,990,995,0.296063,0.184466
weak,1000,1001,1001,986,991,0.284781,0.177445
