type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,983,988,0.161706,0.097314
almost,1000,1001,1001,983,988,0.154085,0.109666
inv,1000,1001,1001,820,825,0.190193,0.121059
str,1000,1001,1001,987,990,0.159439,0.094929
weak,1000,1001,1001,983,988,0.153845,0.093753
