type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.038262,0.023668
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.029065,0.017237
inv,                      1000,      500,1001,        1001,     995,        995,     0.035201,0.019797
str,                      1000,      500,1001,        1001,     1001,        1001,     0.027638,0.021189
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.055045,0.021666
