type,capacity,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,1000,1001,1001,981,988,0.122478,0.079240
almost,1000,1001,1001,981,988,0.117164,0.073135
inv,1000,1001,1001,813,822,0.150739,0.087914
str,1000,1001,1001,986,990,0.121232,0.073877
weak,1000,1001,1001,981,988,0.132074,0.073895
