type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.232760,0.117931
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.183379,0.127548
inv,                      1000,      500,1001,        1001,     955,        955,     0.255044,0.141198
str,                      1000,      500,1001,        1001,     1001,        1001,     0.233735,0.122642
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.218758,0.202301
