type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1001,        1001,     0.102017,0.062761
almost,                      1000,      500,1001,        1001,     1001,        1001,     0.089038,0.056649
inv,                      1000,      500,1001,        1001,     981,        981,     0.112688,0.068889
str,                      1000,      500,1001,        1001,     1001,        1001,     0.091906,0.061215
weak,                      1000,      500,1001,        1001,     1001,        1001,     0.132678,0.059619
