type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     993,        996,     0.547030,0.328073
almost,                      1000,      500,1001,        1001,     993,        996,     0.528543,0.295059
inv,                      1000,      500,1001,        1001,     837,        840,     0.648534,0.394495
str,                      1000,      500,1001,        1001,     995,        997,     0.509338,0.303835
weak,                      1000,      500,1001,        1001,     993,        996,     0.528633,0.311369
