type,capacity,n,t_v1,t_v2,s_v1,s_v2,time_v1,time_v2
uncorr,                      1000,      500,1001,        1001,     1000,        1001,     0.176611,0.095457
almost,                      1000,      500,1001,        1001,     1000,        1001,     0.198550,0.092553
inv,                      1000,      500,1001,        1001,     960,        960,     0.203685,0.150870
str,                      1000,      500,1001,        1001,     1001,        1001,     0.178951,0.099762
weak,                      1000,      500,1001,        1001,     1000,        1001,     0.148589,0.098927
